,endTime,artistName,trackName,msPlayed
0,2022-12-01 06:52,Anirudh Ravichander,"Pathala Pathala (From ""Vikram"")",43753
1,2022-12-06 04:17,Anirudh Ravichander,"Jailer Announcement Theme (From ""Jailer"")",1000
2,2022-12-06 04:20,Anirudh Ravichander,"Jailer Announcement Theme (From ""Jailer"")",56990
3,2022-12-06 04:21,Kamal Eleven,Jailer x NTR 30 BGM,25290
4,2022-12-06 04:21,Anirudh Ravichander,VIP Theme,16328
5,2022-12-06 04:23,Anirudh Ravichander,"Petta Theme - From ""Petta""",106500
6,2022-12-06 04:30,Anirudh Ravichander,"Petta Theme - From ""Petta""",99353
7,2022-12-06 04:35,Silambarasan TR,"Thee Thalapathy (From ""Varisu"")",240022
8,2022-12-07 06:15,Yuvan Shankar Raja,Mamakutty,106677
9,2022-12-07 06:16,Yuvan Shankar Raja,Ennai Vittu - Yuvanshankar Raja Version,7828
10,2022-12-07 06:16,Yuvan Shankar Raja,Ennai Vittu,2464
11,2022-12-07 06:17,Yuvan Shankar Raja,Saachitale,44332
12,2022-12-07 12:49,Anirudh Ravichander,"Petta Theme - From ""Petta""",106500
13,2022-12-07 12:57,Anirudh Ravichander,"Petta Theme - From ""Petta""",90001
14,2022-12-08 04:32,Anirudh Ravichander,"Petta Theme - From ""Petta""",11170
15,2022-12-08 04:35,Rajesh Murugesan,Pistah,146933
16,2022-12-08 04:37,Rajesh Murugesan,Pistah,146933
17,2022-12-08 04:47,Rajesh Murugesan,Pistah,2894
18,2022-12-08 06:47,Akshay Verma,Rum Whisky,88056
19,2022-12-08 07:15,Anirudh Ravichander,Rise of Veera,4215
20,2022-12-08 07:15,Anirudh Ravichander,Disguise,2460
21,2022-12-08 07:16,Anirudh Ravichander,The Raw Agent,98500
22,2022-12-08 07:18,Anirudh Ravichander,The Raw Agent,0
23,2022-12-08 07:18,Anirudh Ravichander,The Raw Agent,98500
24,2022-12-08 07:20,Anirudh Ravichander,Rise of Veera,101640
25,2022-12-08 07:22,Anirudh Ravichander,Veeraraghavan,109490
26,2022-12-08 07:25,Anirudh Ravichander,Reverse Hijack,21272
27,2022-12-08 07:25,Kamal Haasan,Vikram Vikram,6559
28,2022-12-08 07:26,S. P. Balasubrahmanyam,Naan Pollathavan,19130
29,2022-12-08 07:30,Silambarasan TR,"Thee Thalapathy (From ""Varisu"")",245924
30,2022-12-09 04:13,Akshay Verma,Rum Whisky,25425
31,2022-12-09 04:26,Akshay Verma,Rum Whisky,154813
32,2022-12-09 10:59,Suresh Wadkar,Haathon Ki Chand Lakeeron Ka,665
33,2022-12-09 10:59,Kishore Kumar,Chingari Koi Bhadke,3247
34,2022-12-09 11:06,Sonu Nigam,Yeh Dil Deewana,245578
35,2022-12-09 11:12,Sukhwinder Singh,Ramta Jogi,367572
36,2022-12-09 11:32,Sukhwinder Singh,Kariye Na,186888
37,2022-12-12 14:39,Yuvan Shankar Raja,Mamakutty,90000
38,2022-12-13 13:00,Srinivas,Baba Theme Music,9774
39,2022-12-13 13:00,Karthik,Maya Maya,7466
40,2022-12-13 13:01,S. P. Balasubrahmanyam,Baba Kichchu,10401
41,2022-12-13 13:05,Karthik,Maya Maya,117521
42,2022-12-13 13:09,Srinivas,Baba Theme Music,119169
43,2022-12-13 13:14,S. P. Balasubrahmanyam,Ranga Ranga,268000
44,2022-12-13 13:14,S. P. Balasubrahmanyam,Ranga Ranga,12447
45,2022-12-14 05:13,Anirudh Ravichander,Wedding Party - Background Score,54863
46,2022-12-14 05:15,Anirudh Ravichander,Marriage At 2AM - Background Score,82427
47,2022-12-14 05:17,Anirudh Ravichander,Pablo Sandhanam - Background Score,45055
48,2022-12-14 05:20,Anirudh Ravichander,Agent Vikram - Background Score,170835
49,2022-12-14 05:21,Anirudh Ravichander,Ghost Unmasked - Background Score,73013
50,2022-12-14 05:22,Anirudh Ravichander,The Dilli Connect - Background Score,80155
51,2022-12-14 10:36,D. Imman,Veera Thamizhan - Madras Gig,264000
52,2022-12-14 10:41,D. Imman,Veera Thamizhan - Madras Gig,261701
53,2022-12-14 11:10,D. Imman,Veera Thamizhan - Madras Gig,228573
54,2022-12-14 11:37,D. Imman,Veera Thamizhan - Madras Gig,264000
55,2022-12-14 11:38,D. Imman,Veera Thamizhan - Madras Gig,2187
56,2022-12-14 11:42,D. Imman,Veera Thamizhan - Madras Gig,264000
57,2022-12-17 10:14,Anirudh Ravichander,"Muthuvel Pandian Theme (From ""Jailer"")",90004
58,2022-12-21 11:22,Anirudh Ravichander,"Muthuvel Pandian Theme (From ""Jailer"")",101464
59,2022-12-21 11:23,Anirudh Ravichander,"Muthuvel Pandian Theme (From ""Jailer"")",54700
60,2022-12-23 05:13,Anirudh Ravichander,"Muthuvel Pandian Theme (From ""Jailer"")",95015
61,2022-12-25 11:31,Anirudh Ravichander,"Muthuvel Pandian Theme (From ""Jailer"")",139050
62,2022-12-25 11:32,Anirudh Ravichander,"Muthuvel Pandian Theme (From ""Jailer"")",1409
63,2022-12-25 11:33,Badshah,"Aashiqui (From ""Cirkus"")",1824
64,2022-12-25 11:37,Vishal-Shekhar,Jhoome Jo Pathaan,208164
65,2022-12-25 11:38,Vishal-Shekhar,Jhoome Jo Pathaan,110399
66,2022-12-26 11:07,Vishal-Shekhar,Jhoome Jo Pathaan,120189
67,2022-12-29 03:25,Imagine Dragons,Bones,165264
68,2022-12-29 03:28,Imagine Dragons,Bones,165264
69,2022-12-29 03:31,Imagine Dragons,Bones,165264
70,2022-12-29 03:35,Imagine Dragons,Bones,165264
71,2022-12-29 03:44,Imagine Dragons,Bones,165264
72,2022-12-29 03:47,Imagine Dragons,Bones,161572
73,2022-12-29 07:57,Imagine Dragons,Bones,3692
74,2022-12-29 08:00,Imagine Dragons,Bones,150030
75,2022-12-30 03:56,Imagine Dragons,Bones,168423
76,2022-12-30 03:58,Imagine Dragons,Bones,122965
77,2022-12-30 13:35,Wadali Brothers,Tu Mane Ya Na Mane,248453
78,2022-12-31 13:49,Arabinda Muduli,Kala Saante Achha Kamante,1548
79,2022-12-31 13:51,Arabinda Muduli,Kalia Rasika Raja,72438
80,2023-01-02 03:18,Sachin-Jigar,"Nadiyon Paar (Let the Music Play Again) (From ""Roohi"")",162732
81,2023-01-02 04:03,Karthik,Maya Maya,180000
82,2023-01-04 09:10,Anirudh Ravichander,Petta Velan Intro,26412
83,2023-01-04 09:12,Anirudh Ravichander,"Petta Theme - From ""Petta""",102023
84,2023-01-04 09:20,Roop Kumar Rathod,Zindagi Maut Na Ban Jaaye,377360
85,2023-01-04 09:20,Aamir Khan,Is Deewane Ladke Ko - Remix,12350
86,2023-01-04 09:23,Jagjit Singh,Hoshwalon Ko Khabar Kya,155625
87,2023-01-05 00:48,Vaibhav Bundhoo,The Relevant Sound,245844
88,2023-01-05 00:50,Vaibhav Bundhoo,The Relevant Sound,124095
89,2023-01-05 03:33,Vaibhav Bundhoo,The Relevant Sound,245844
90,2023-01-05 03:35,Vaibhav Bundhoo,The Relevant Sound,124662
91,2023-01-05 06:18,Tulsi Kumar,"Tera Chehra-Jaan Meri (From ""T-Series Mixtape Rewind Season 3"")",29694
92,2023-01-05 06:23,Tulsi Kumar,"Tera Chehra-Jaan Meri (From ""T-Series Mixtape Rewind Season 3"")",233771
93,2023-01-05 06:23,Dhvani Bhanushali,"Tumse Milna-Is Kadar (From ""T-Series Mixtape Rewind Season 3"")",1921
94,2023-01-05 06:23,Shilpa Rao,"Dil Hai Ki Manta Nahin-Nazar Ke Samne (From ""T-Series Mixtape Rewind Season 3"")",3554
95,2023-01-05 06:28,Shilpa Rao,"Dil Hai Ki Manta Nahin-Nazar Ke Samne (From ""T-Series Mixtape Rewind Season 3"")",277223
96,2023-01-05 06:32,Dhvani Bhanushali,"Tumse Milna-Is Kadar (From ""T-Series Mixtape Rewind Season 3"")",240019
97,2023-01-05 11:34,Santhosh Narayanan,Naan Naan,248500
98,2023-01-05 11:38,Santhosh Narayanan,Naan Naan,264024
99,2023-01-05 11:50,Santhosh Narayanan,Naan Naan,82872
100,2023-01-05 12:25,Santhosh Narayanan,Naan Naan,124835
101,2023-01-05 13:06,Santhosh Narayanan,Naan Naan,304432
102,2023-01-05 13:11,Santhosh Narayanan,Naan Naan,248500
103,2023-01-05 13:14,Santhosh Narayanan,Naan Naan,168050
104,2023-01-05 16:23,Anirudh Ravichander,Rolex Theme - Background Score,53247
105,2023-01-05 16:24,Anirudh Ravichander,Rolex Theme - Background Score,30000
106,2023-01-06 07:54,Santhosh Narayanan,Naan Naan,248500
107,2023-01-06 07:58,Santhosh Narayanan,Naan Naan,248500
108,2023-01-06 08:19,Santhosh Narayanan,Naan Naan,216804
109,2023-01-06 10:39,Santhosh Narayanan,Naan Naan,21249
110,2023-01-06 10:39,KK,Dhage Ishq Ke - Lofi,20195
111,2023-01-06 10:46,Red FM Bauaa,RED FM BAUAA : RJ RAUNAC AND BAUAA MAJE ON GIFT FOR NEIGHBOUR,214897
112,2023-01-06 11:05,Red FM Bauaa,RED FM BAUAA :-RJ RAUNAC AND BAUAA MAJE ON PHONE,125729
113,2023-01-06 13:08,Karthik,Maya Maya,161244
114,2023-01-06 13:08,A.R. Rahman,Urvashi Urvashi,1371
115,2023-01-06 13:10,Mano,Muqabala Muqabala,113508
116,2023-01-06 13:14,A.R. Rahman,Urvashi Urvashi,220962
117,2023-01-06 13:26,Yo Yo Honey Singh,Urvashi,122986
118,2023-01-09 06:18,Santhosh Narayanan,Naan Naan,210007
119,2023-01-09 06:30,Santhosh Narayanan,Naan Naan,2191
120,2023-01-09 06:35,Santhosh Narayanan,Naan Naan,114302
121,2023-01-09 06:41,Anirudh Ravichander,Yen Pecha Naane Kekkamaaten,125131
122,2023-01-09 06:42,Anirudh Ravichander,Yen Pecha Naane Kekkamaaten,65500
123,2023-01-09 06:43,Anirudh Ravichander,Yen Pecha Naane Kekkamaaten,65500
124,2023-01-09 06:44,Anirudh Ravichander,Yen Pecha Naane Kekkamaaten,58218
125,2023-01-09 06:51,Anirudh Ravichander,The Raw Agent,98500
126,2023-01-09 06:53,Anirudh Ravichander,The Raw Agent,98500
127,2023-01-09 06:54,Anirudh Ravichander,The Raw Agent,90013
128,2023-02-01 04:23,Dikz,Arjun - Karm Ki Talwar,1002
129,2023-02-01 04:23,DJ IKitten,Arjun The Warrior Prince,2604
130,2023-02-03 10:43,Red FM Bauaa,RED FM BAUAA :- RJ RAUNAC AND BAUAA MAJE ON I WILL SEE YOU,168319
131,2023-02-03 13:29,Alka Yagnik,Yaad Teri Aati Hai,11974
132,2023-02-03 13:33,Kumar Sanu,Yaad Teri Aati Hai,240001
133,2023-02-05 05:13,Rahul Sipligunj,"Naatu Naatu (From ""Rrr"")",30010
134,2023-02-05 05:29,Yo Yo Honey Singh,Dope Shope,200080
135,2023-02-05 05:31,Yuvan Shankar Raja,Machi Open the Bottle,120010
136,2023-02-06 04:39,Yuvan Shankar Raja,Machi Open the Bottle,202126
137,2023-02-06 04:40,Yuvan Shankar Raja,Vilayaadu Mankatha,9469
138,2023-02-06 04:41,Yuvan Shankar Raja,Machi Open the Bottle,89138
139,2023-02-06 04:55,Yuvan Shankar Raja,Machi Open the Bottle,83020
140,2023-02-06 04:57,Sangeeth halthipur,Dandana Darna,120001
141,2023-02-06 05:52,Anirudh Ravichander,"Natpu (From ""RRR"")",340362
142,2023-02-06 05:56,Rahul Sipligunj,"Naatu Naatu (From ""Rrr"")",41731
143,2023-02-06 05:57,Anirudh Ravichander,"Petta Paraak - From ""Petta""",70180
144,2023-02-06 06:00,Anirudh Ravichander,"Marana Mass - From ""Petta""",216000
145,2023-02-06 06:02,Anirudh Ravichander,"Marana Mass - From ""Petta""",90001
146,2023-02-06 07:05,Sangeeth halthipur,Dandana Darna,4131
147,2023-02-06 07:05,Harris Jayaraj,Yennai Arindhaal,302
148,2023-02-06 07:05,Anirudh Ravichander,Rolex Theme - Background Score,10711
149,2023-02-06 07:05,Bombay Rockers,Ari Ari (Part 1),2007
150,2023-02-06 07:05,T. M. Soundararajan,Ennathaan Nadakkum,2842
151,2023-02-06 07:06,Anirudh Ravichander,Rolex Theme - Background Score,1000
152,2023-02-06 07:20,Sanchit Balhara,Jim’s Theme,38115
153,2023-02-06 07:22,Sanchit Balhara,Pathaan’s Theme,154920
154,2023-02-06 07:50,Darbuka Siva,"Mudhal Nee Mudivum Nee Title Track (From ""Mudhal Nee Mudivum Nee"")",291458
155,2023-02-06 07:58,Vishal Bhardwaj,Mask Kho Gaya,198378
156,2023-02-06 09:27,Anirudh Ravichander,Ethir Neechal,240001
157,2023-02-06 09:38,Karthik,Oru Maalai,354240
158,2023-02-06 09:47,Karthik,Oru Maalai,354240
159,2023-02-06 09:54,Karthik,Oru Maalai,185262
160,2023-02-06 09:54,Harish Raghavendra,Devathaiya Kandein,15536
161,2023-02-06 09:54,Harris Jayaraj,Kannum Kannum,2428
162,2023-02-06 09:57,Harris Jayaraj,Anbe En Anbe,115802
163,2023-02-06 09:59,Karthik,Oru Maalai,138548
164,2023-02-06 10:00,Yuvan Shankar Raja,Enkeyoo Partha,25140
165,2023-02-06 10:02,M. Sounderarajan,Yennathan Nadakkum,2092
166,2023-02-06 10:04,Karthik,Oru Maalai,76430
167,2023-02-06 11:06,Yuvan Shankar Raja,Machi Open the Bottle,150016
168,2023-02-06 12:50,Yuvan Shankar Raja,Machi Open the Bottle,88495
169,2023-02-06 12:54,Sangeeth halthipur,Dandana Darna,227386
170,2023-02-06 12:54,Sangeeth halthipur,Dandana Darna,8381
171,2023-02-06 15:56,Anirudh Ravichander,JD Vs. Bhavani - Background Score,136433
172,2023-02-06 15:58,Anirudh Ravichander,JD Vs. Bhavani - Background Score,106368
173,2023-02-06 15:58,Anirudh Ravichander,JD Intro - Background Score,4011
174,2023-02-06 16:00,Anirudh Ravichander,Jail Chaos - Background Score,2919
175,2023-02-06 16:00,Anirudh Ravichander,I'm Waiting - Background Score,76000
176,2023-02-06 16:01,Anirudh Ravichander,JD Intro - Background Score,80000
177,2023-02-06 16:02,Anirudh Ravichander,JD Intro - Background Score,80000
178,2023-02-06 16:04,Anirudh Ravichander,JD Intro - Background Score,80000
179,2023-02-06 16:04,Anirudh Ravichander,JD Intro - Background Score,7167
180,2023-02-06 16:07,Anirudh Ravichander,Interval Fight - Background Score,127774
181,2023-02-06 16:08,Anirudh Ravichander,Interval Fight - Background Score,15383
182,2023-02-06 16:08,Anirudh Ravichander,"Petta Theme - From ""Petta""",3203
183,2023-02-06 16:08,Anirudh Ravichander,I'm Waiting - Background Score,74093
184,2023-02-06 16:08,Anirudh Ravichander,"Kaali Theme - From ""Petta""",103
185,2023-02-06 16:09,Anirudh Ravichander,"Petta Paraak - From ""Petta""",41529
186,2023-02-06 16:14,Anirudh Ravichander,Singaar Singh - Instrumental,4226
187,2023-02-06 16:14,Nakul Abhyankar,Petta Paraak,237106
188,2023-02-06 16:18,Nakul Abhyankar,Petta Paraak,182603
189,2023-02-06 16:21,S. P. Balasubrahmanyam,Ranga Ranga,0
190,2023-02-06 16:21,Anirudh Ravichander,Mass Marudaan,199782
191,2023-02-06 16:34,S. P. Balasubrahmanyam,Ranga Ranga,277858
192,2023-02-06 16:39,S. P. Balasubrahmanyam,Ranga Ranga,222566
193,2023-02-06 16:52,Yuvan Shankar Raja,Machi Open the Bottle,157683
194,2023-02-06 17:01,Vishal Bhardwaj,Waqt Waqt,191880
195,2023-02-06 17:04,Vishal Bhardwaj,Waqt Waqt,191880
196,2023-02-06 17:07,Vishal Bhardwaj,Waqt Waqt,145503
197,2023-02-06 17:09,Vishal Bhardwaj,Lalkaar,141084
198,2023-02-06 17:10,Vishal Bhardwaj,Waqt Waqt,3230
199,2023-02-06 17:10,Vishal Bhardwaj,Waqt Waqt,5871
200,2023-02-06 17:13,Vishal Bhardwaj,Lalkaar,161680
201,2023-02-06 17:16,Vishal Bhardwaj,Lalkaar,161680
202,2023-02-06 17:19,Vishal Bhardwaj,Lalkaar,161680
203,2023-02-06 17:23,Vishal Bhardwaj,Lalkaar,161680
204,2023-02-06 17:26,Vishal Bhardwaj,Lalkaar,161680
205,2023-02-06 17:26,Vishal Bhardwaj,Lalkaar,3830
206,2023-02-06 17:26,Sukhwinder Singh,Phir Dhan Te Nan,10288
207,2023-02-06 17:31,Jyoti Nooran,Ek Aur Dhan Te Nan,296600
208,2023-02-06 17:33,Jyoti Nooran,Ek Aur Dhan Te Nan,56453
209,2023-02-07 01:53,Vishal Bhardwaj,Waqt Waqt,197852
210,2023-02-07 01:57,Vishal Bhardwaj,Waqt Waqt,191880
211,2023-02-07 02:00,Vishal Bhardwaj,Waqt Waqt,191880
212,2023-02-07 02:00,Vishal Bhardwaj,Waqt Waqt,4485
213,2023-02-07 02:04,Vishal Bhardwaj,Lalkaar,161680
214,2023-02-07 02:07,Vishal Bhardwaj,Lalkaar,161680
215,2023-02-07 02:09,Vishal Bhardwaj,Lalkaar,161680
216,2023-02-07 02:12,Vishal Bhardwaj,Lalkaar,161680
217,2023-02-07 02:23,Vishal Bhardwaj,Lalkaar,79299
218,2023-02-07 03:20,Vishal Bhardwaj,Kal Kahin,5737
219,2023-02-07 03:20,Vishal Bhardwaj,Waqt Waqt,191880
220,2023-02-07 04:01,Vishal Bhardwaj,Lalkaar,161680
221,2023-02-07 04:12,Vishal Bhardwaj,Lalkaar,36057
222,2023-02-07 04:37,Karthik,Oru Maalai,351227
223,2023-02-07 04:43,Sachet Tandon,Maiyya Mainu,264
224,2023-02-07 04:43,Yuvan Shankar Raja,Enkeyoo Partha,38525
225,2023-02-07 04:43,Yuvan Shankar Raja,Enkeyoo Partha,320960
226,2023-02-07 04:44,Sachet Tandon,Maiyya Mainu,16866
227,2023-02-07 04:49,Yuvan Shankar Raja,Enkeyoo Partha,320960
228,2023-02-07 04:55,Yuvan Shankar Raja,Enkeyoo Partha,41783
229,2023-02-07 04:55,Yuvan Shankar Raja,Enkeyoo Partha,320960
230,2023-02-07 04:56,Ankit Tiwari,Musafir,46915
231,2023-02-07 04:56,Jay Krish,"Oo Aadapilla (From ""Ashoka Vanamlo Arjuna Kalyanam"")",13175
232,2023-02-07 05:02,KK,Khwabon Khwabon,319193
233,2023-02-07 05:04,Hiphop Tamizha,"Single Pasanga - From ""Natpe Thunai""",85224
234,2023-02-07 05:17,Pradeep Kumar,Life Of Ram,209452
235,2023-02-07 08:26,Yuvan Shankar Raja,Machi Open the Bottle,154300
236,2023-02-07 08:38,Pradeep Kumar,Life Of Ram,79899
237,2023-02-07 11:51,Karthik,Maya Maya,348020
238,2023-02-07 11:57,Karthik,Maya Maya,396
239,2023-02-07 11:57,Karthik,Maya Maya,348020
240,2023-02-07 12:05,Karthik,Oru Maalai,354240
241,2023-02-07 12:31,Karthik,Oru Maalai,206984
242,2023-02-07 12:51,Karthik,Oru Maalai,354240
243,2023-02-07 12:57,Karthik,Oru Maalai,349673
244,2023-02-08 03:36,Santhosh Narayanan,Naan Naan,12252
245,2023-02-08 03:36,Santhosh Narayanan,Naan Naan,248500
246,2023-02-08 05:54,Santhosh Narayanan,Naan Naan,248500
247,2023-02-08 05:58,Santhosh Narayanan,Naan Naan,248500
248,2023-02-08 06:02,Santhosh Narayanan,Naan Naan,248500
249,2023-02-08 06:26,Santhosh Narayanan,Naan Naan,173582
250,2023-02-08 07:35,Pradeep Kumar,Yaar Arindhadho,24346
251,2023-02-08 07:35,Ilaiyaraaja,"Onnoda Nadandhaa (From ""Viduthalai"")",65866
252,2023-02-08 07:37,A.R. Rahman,"Namma Satham (From ""Pathu Thala"")",91134
253,2023-02-08 07:39,Ilaiyaraaja,"Onnoda Nadandhaa (From ""Viduthalai"")",90002
254,2023-02-08 08:37,Vishal Bhardwaj,Waqt Waqt,189640
255,2023-02-08 08:37,Vishal Bhardwaj,Kudiye,588
256,2023-02-08 10:30,Udit Narayan,Maya Maya,2710
257,2023-02-08 10:30,Udit Narayan,Maya Maya,347692
258,2023-02-08 10:32,S. P. Balasubrahmanyam,Auto Wala,77891
259,2023-02-08 10:51,S. P. Balasubrahmanyam,Naa Autokaran Autokaran,130355
260,2023-02-08 11:33,S. P. Balasubrahmanyam,"Konji Konji (From ""Veera"")",320475
261,2023-02-08 11:37,Ilaiyaraaja,"Onnoda Nadandhaa (From ""Viduthalai"")",252283
262,2023-02-08 11:38,K. J. Yesudas,Ennuyir Nee Thaane,7496
263,2023-02-08 11:39,K. J. Yesudas,Ennuyir Nee Thaane,64139
264,2023-02-08 11:39,P. Susheela,Solla Solla,47066
265,2023-02-08 11:41,S. P. Balasubrahmanyam,Adiye Manam Nilluna,76364
266,2023-02-08 11:43,K. J. Yesudas,Kanavu Kaanum,150015
267,2023-02-08 11:55,K. J. Yesudas,Kanavu Kaanum,17045
268,2023-02-08 11:55,Thaman S,Paatashaala,2930
269,2023-02-08 12:01,Karthik,Oru Maalai,330046
270,2023-02-08 12:14,Karthik,Oru Maalai,121092
271,2023-02-09 01:50,A.R. Rahman,"Namma Satham (From ""Pathu Thala"")",16571
272,2023-02-09 01:50,Ilaiyaraaja,"Onnoda Nadandhaa (From ""Viduthalai"")",315000
273,2023-02-09 01:52,S. P. Balasubrahmanyam,Oruvan Oruvan Mudalali,137432
274,2023-02-09 01:55,Udit Narayan,Maya Maya,109430
275,2023-02-09 01:56,K. J. Yesudas,Kanavu Kaanum,60005
276,2023-02-09 03:26,S. P. Balasubrahmanyam,Oruvan Oruvan Mudalali,296948
277,2023-02-09 03:33,Udit Narayan,Maya Maya,335870
278,2023-02-09 03:46,Ali Azmat,Garaj Baras,1000
279,2023-02-09 04:04,Ali Azmat,Garaj Baras,288531
280,2023-02-09 04:05,Farrukh Fateh Ali Khan,Laal - Alaap - Sufi,1271
281,2023-02-09 04:06,Ali Azmat,Garaj Baras,2725
282,2023-02-09 04:20,Ali Azmat,Garaj Baras,283570
283,2023-02-09 04:30,Ali Azmat,Garaj Baras,291480
284,2023-02-09 05:40,Ali Azmat,Garaj Baras,371789
285,2023-02-09 05:45,Ali Azmat,Garaj Baras,291480
286,2023-02-09 05:50,Harish Raghavendra,Devathaiya Kandein,5579
287,2023-02-09 05:50,Ali Azmat,Garaj Baras,291480
288,2023-02-09 05:54,Karthik,Oru Maalai,193243
289,2023-02-09 05:55,Anirudh Ravichander,"Jalabulajangu (From ""Don"")",2385
290,2023-02-09 05:55,Anirudh Ravichander,"Two Two Two (From ""Kaathuvaakula Rendu Kaadhal"")",1652
291,2023-02-09 05:55,Anirudh Ravichander,Velai Illa Pattadhaari,622
292,2023-02-09 05:55,Jay Krish,"Oo Aadapilla (From ""Ashoka Vanamlo Arjuna Kalyanam"")",73146
293,2023-02-09 06:08,Anirudh Ravichander,"Marana Mass - From ""Petta""",213414
294,2023-02-09 06:19,Ali Azmat,Garaj Baras,16172
295,2023-02-09 07:23,Anirudh Ravichander,Master the Blaster - Background Score,87793
296,2023-02-09 07:24,Anirudh Ravichander,JD Intro - Background Score,96822
297,2023-02-09 07:28,Anirudh Ravichander,JD Intro - Background Score,45049
298,2023-02-09 08:35,Rahat Fateh Ali Khan,Mann Ki Lagan,4689
299,2023-02-09 08:35,Ali Azmat,Garaj Baras,27305
300,2023-02-09 08:35,Ali Azmat,Garaj Baras,291480
301,2023-02-09 13:14,Anirudh Ravichander,Wasted,166596
302,2023-02-09 13:19,Anirudh Ravichander,Pathala Pathala,209330
303,2023-02-09 13:23,Dhanush,"Thaai Kelavi (From ""Thiruchitrambalam"")",175053
304,2023-02-10 02:21,S. P. Balasubrahmanyam,Oruvan Oruvan Mudalali,535
305,2023-02-10 02:23,Ilaiyaraaja,"Onnoda Nadandhaa (From ""Viduthalai"")",99783
306,2023-02-10 03:27,Ilaiyaraaja,"Onnoda Nadandhaa (From ""Viduthalai"")",3301
307,2023-02-10 03:30,Ali Azmat,Garaj Baras,179623
308,2023-02-10 03:32,Karthik,Oru Maalai,65667
309,2023-02-10 03:38,Udit Narayan,Maya Maya,347692
310,2023-02-10 03:39,Udit Narayan,Maya Maya,98652
311,2023-02-10 04:07,Ilaiyaraaja,Vaanam Mella,143664
312,2023-02-10 04:15,Ilaiyaraaja,Pengal Yendral,49770
313,2023-02-10 04:15,Ilaiyaraaja,Yennodu Vaa Vaa,259666
314,2023-02-10 04:16,Yuvan Shankar Raja,Enkeyoo Partha,37917
315,2023-02-10 04:16,Roshan Jamrock,Varlaam Varlaam Vaa,4329
316,2023-02-10 04:19,Yuvan Shankar Raja,Enkeyoo Partha,182698
317,2023-02-10 07:18,Ram Sampath,"Bhaag D.K. Bose, Aandhi Aayi",123323
318,2023-02-10 12:55,A.R. Rahman,"Namma Satham (From ""Pathu Thala"")",25391
319,2023-02-10 12:59,S. P. Balasubrahmanyam,Oruvan Oruvan Mudalali,164610
320,2023-02-10 13:03,Roshan Jamrock,Varlaam Varlaam Vaa,235224
321,2023-02-10 13:10,Harris Jayaraj,Venaam Machan,314360
322,2023-02-10 13:26,Harish Raghavendra,Devathaiya Kandein,1859
323,2023-02-12 11:27,A.R. Rahman,Marakkuma Nenjam,8898
324,2023-02-12 11:27,Nakash Aziz,"Ra Ra Rakkamma (From ""Vikrant Rona"")",6525
325,2023-02-12 11:28,Ayushmann Khurrana,Pani Da Rang - Male Vocals,3275
326,2023-02-12 11:28,Yuvan Shankar Raja,Machi Open the Bottle,0
327,2023-02-12 11:28,Yuvan Shankar Raja,Machi Open the Bottle,268
328,2023-02-12 11:29,Karthik,Oru Maalai,83001
329,2023-02-12 12:34,Vishal Dadlani,Mar Jayian - Romantic,2115
330,2023-02-12 12:50,Karthik,Oru Maalai,354191
331,2023-02-12 16:26,Anirudh Ravichander,JD Intro - Background Score,30008
332,2023-02-13 03:25,Anirudh Ravichander,JD Intro - Background Score,78223
333,2023-02-13 03:26,Anirudh Ravichander,JD Intro - Background Score,69588
334,2023-02-13 03:42,Justin Prabhakaran,Vaada Machaney,201168
335,2023-02-13 07:04,Anirudh Ravichander,Marriage At 2AM - Background Score,80177
336,2023-02-15 04:59,S. P. Balasubrahmanyam,Rakkamma,56771
337,2023-02-15 05:03,S. P. Balasubrahmanyam,Sundari,210001
338,2023-02-21 11:15,Tech Panda,Dilbar,32447
339,2023-02-21 11:18,Tech Panda,Dillagi,73527
340,2023-03-01 01:50,Andrea Jeremiah,"Whos the Hero (From ""Manmadan Ambu"")",56535
341,2023-03-10 04:58,Anirudh Ravichander,I'm Waiting - Background Score,76000
342,2023-03-10 04:59,Anirudh Ravichander,JD Badass Theme - Background Score,5705
343,2023-03-10 05:00,Anirudh Ravichander,I'm Waiting - Background Score,72181
344,2023-03-12 01:38,Anirudh Ravichander,Vaathi Kabbadi - Background Score,4720
345,2023-03-12 01:38,Anirudh Ravichander,Bhavani Theme - Background Score,14132
346,2023-03-12 01:38,Anirudh Ravichander,I'm Waiting - Background Score,64968
347,2023-03-12 01:39,Anirudh Ravichander,JD Intro - Background Score,80000
348,2023-03-12 01:40,Anirudh Ravichander,Master the Blaster - Background Score,8503
349,2023-03-12 01:40,Anirudh Ravichander,JD Intro - Background Score,1107
350,2023-04-15 02:31,Ayushmann Khurrana,Pani Da Rang - Male Vocals,179280
351,2023-04-15 02:32,Rochak Kohli,Saadi Galli Aaja,53047
352,2023-04-19 07:47,Shankar Mahadevan,Shiv Tandav Stotram,10312
353,2023-04-19 07:47,S. P. Balasubrahmanyam,Viswanadhastakam,3744
354,2023-04-19 07:51,S. P. Balasubrahmanyam,Viswanadhastakam,232571
355,2023-04-19 08:45,S. P. Balasubrahmanyam,Viswanadhastakam,1000
356,2023-04-19 08:46,S. P. Balasubrahmanyam,Viswanadhastakam,11458
357,2023-04-19 08:48,S. P. Balasubrahmanyam,Lingastakam,94822
